scrip_code,symbol,name,sector,industry,market_cap
4064,CUBEXTUB,CUBEX TUBINGS LTD,,,
1901,CUMMINSIND,CUMMINS INDIA LTD,,,
18520,CUPID,CUPID LIMITED,,,
543378,CWD,CWD Limited,,,
6051,CYBERTECH,CYBERTECH SYSTEMS & SOFTW,,,
17187,CYIENTDLM,CYIENT DLM LIMITED,,,
5748,CYIENT,CYIENT LIMITED,,,
544338,CAPINVIT,Capital Infra Trust,,,
542627,CHANDNIMACH,Chandni Machines Limited,,,
544546,CHTR,Chatterbox Technologies Limite,,,
543899,CUBEINVIT,Cube Highways Trust,,,
16900,DPWIRES,D P WIRES LIMITED,,,
17851,DLINKINDIA,D-LINK INDIA LTD,,,
936,DPABHUSHAN,D. P. ABHUSHAN LIMITED,,,
17881,DBCORP,D.B.CORP LTD,,,
772,DABUR,DABUR INDIA LTD,,,
8075,DALBHARAT,DALMIA BHARAT LIMITED,,,
781,DALMIASUG,DALMIA BHARAT SUG IN LTD,,,
28662,DAMCAPITAL,DAM CAPITAL ADVISORS LTD,,,
7358,DATAPATTNS,DATA PATTERNS INDIA LTD,,,
11423,DATAMATICS,DATAMATICS GLOBAL SER LTD,,,
13725,DCBBANK,DCB BANK LIMITED,,,
544702,DCMSIL,DCM SHRIRAM INTERNATIONAL LIMI,,,
811,DCMSHRIRAM,DCM SHRIRAM LIMITED,,,
11895,DCXINDIA,DCX SYSTEMS LIMITED,,,
29098,DDEVPLSTIK,DDEV PLASTIKS IND LTD,,,
4279,DENORA,DE NORA INDIA LIMITED,,,
14838,DECCANCE,DECCAN CEMENTS LIMITED,,,
762638,DECNGOLD,DECCAN GOLD MINES LTD.,,,
3292,DEEPINDS,DEEP INDUSTRIES LIMITED,,,
827,DEEPAKFERT,DEEPAK FERTILIZERS & PETR,,,
19943,DEEPAKNTR,DEEPAK NITRITE LTD,,,
514030,DEEPAKSP,DEEPAK SPINNERS LTD.,,,
9599,DELHIVERY,DELHIVERY LIMITED,,,
15044,DELTACORP,DELTA CORP LIMITED,,,
537536,DENISCHEM,DENIS CHEM LAB LTD,,,
29256,DENTA,DENTA WATER N INFRA SOL L,,,
5373,DEVYANI,DEVYANI INTERNATIONAL LTD,,,
857,DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,,,
24409,DHANUKA,DHANUKA AGRITECH LTD,,,
13001,DHARMAJ,DHARMAJ CROP GUARD LTD,,,
531237,DHRUVCA,DHRUVA CAPITAL SERVICES LTD.,,,
18644,DIAMINESQ,DIAMINES & CHEMICALS LTD,,,
18543,DIACABS,DIAMOND POWER INFRA LTD,,,
25672,DIFFNKG,DIFFUSION ENGINEERS LTD,,,
544684,DIGILOGIC,DIGILOGIC SYSTEMS LIMITED,,,
757515,DIGITIDE,DIGITIDE SOLUTIONS LTD,,,
544798,DIKSHA,DIKSHA POLYMERS LIMITED,,,
18086,DBL,DILIP BUILDCON LIMITED,,,
21704,DCAL,DISHMAN CARBO AMCIS LTD,,,
14479,DIVGIITTS,DIVGI TORQTRANSFER SYST L,,,
10940,DIVISLAB,DIVI S LABORATORIES LTD,,,
21690,DIXON,DIXON TECHNO (INDIA) LTD,,,
12749,DJML,DJ MEDIAPRINT & LOG LTD,,,
14732,DLF,DLF LIMITED,,,
6973,DMCC,DMCC SPECIALITY CHEMICALS,,,
4822,DODLA,DODLA DAIRY LIMITED,,,
12124,DOLATALGO,DOLAT ALGOTECH LIMITED,,,
20560,DOLLAR,DOLLAR INDUSTRIES LIMITED,,,
20551,DOMS,DOMS INDUSTRIES LIMITED,,,
13839,DONEAR,DONEAR IND. LIMITED,,,
29452,AGARWALEYE,DR AGARWALS HEALTH CARE L,,,
11654,LALPATHLAB,DR. LAL PATH LABS LTD.,,,
881,DRREDDY,DR. REDDY S LABORATORIES,,,
10859,DREAMFOLKS,DREAMFOLKS SERVICES LTD,,,
11271,DREDGECORP,DREDGING CORP OF INDIA,,,
544568,ZAPPFRESH,DSM Fresh Foods Limited,,,
1927,LIQUIDETF,DSP LIQUID ETF,,,
13644,BANKADD,DSPAMC - DSPBANK,,,
15356,GOLDADD,DSPAMC - DSPGOLD,,,
6606,EQUAL50ADD,DSPAMC - DSPNEWETF,,,
7451,NIFTYADD,DSPAMC - DSPNIFTY,,,
17616,PSUBANKADD,DSPAMC - DSPPSBKETF,,,
10761,SILVERADD,DSPAMC - DSPSILVETF,,,
22592,HEALTHADD,DSPAMC - HEALTHADD,,,
23407,LIQUIDADD,DSPAMC - LIQUIDADD,,,
25171,TOP10ADD,DSPAMC - TOP10ADD,,,
25690,DSSL,DYNACONS SYS & SOLN LTD,,,
4525,DYNAMATECH,DYNAMATIC TECHNOLOGIES,,,
10417,DYCL,DYNAMIC CABLES LIMITED,,,
21314,DYNPRO,DYNEMIC PRODUCTS LIMITED,,,
544677,DEFRAIL,Defrail Technologies Limited,,,
544387,DESCO,Desco Infratech Limited,,,
8937,E2E,E2E NETWORKS LIMITED,,,
15179,ECLERX,ECLERX SERVICES LTD,,,
530643,ECORECO,ECO RECYCLING LTD.,,,
523732,ECOBOAR,ECOBOARD INDUSTRIES LTD.,,,
25258,EBANKNIFTY,EDELAMC - EBANKNIFTY,,,
16253,EBBETF0430,EDELAMC - EBBETF0430,,,
19933,EGOLD,EDELAMC - EGOLD,,,
759466,ELIQUID,EDELAMC - ELIQUID,,,
20257,ESILVER,EDELAMC - ESILVER,,,
15119,EDELWEISS,EDELWEISS FIN SERV LTD,,,
758675,EFCIL,EFC (I) LIMITED,,,
910,EICHERMOT,EICHER MOTORS LTD,,,
916,EIDPARRY,EID PARRY INDIA LTD,,,
919,EIHOTEL,EIH LIMITED,,,
540204,EIKO,EIKO LIFESCIENCES LIMITED,,,
4040,EIMCOELECO,EIMCO ELECON (INDIA) LTD,,,
543284,EKI,EKI Energy Services Limited,,,
13643,ELECON,ELECON ENG. CO. LTD,,,
11530,EMIL,ELECTRONICS MART IND LTD,,,
928,ELECTCAST,ELECTROSTEEL CASTINGS LTD,,,
4469,ELECTHERM,ELECTROTHERM (I) LTD.,,,
937,ELGIEQUIP,ELGI EQUIPMENTS LTD,,,
13423,ELIN,ELIN ELECTRONICS LIMITED,,,
758563,ELLEN,ELLENBARRIE INDUS GASES L,,,
4471,ELPROINTL,ELPRO INTERNATIONAL LTD,,,
13517,EMAMILTD,EMAMI LIMITED,,,
14450,EMBDL,EMBASSY DEVELOPMENTS LTD,,,
24398,EMCURE,EMCURE PHARMACEUTICALS L,,,
544747,EMIAC,EMIAC TECHNOLOGIES LIMITED,,,
13421,EMKAY,EMKAY GLOBAL FIN SERV LTD,,,
18142,EMMBI,EMMBI INDUSTRIES LIMITED,,,
544166,EMMFORCE,EMMFORCE AUTOTECH LIMITED,,,
759728,EMMVEE,EMMVEE PHOTOVOLTAIC PWR L,,,
18593,EMSLIMITED,EMS LIMITED,,,
9756,EMUDHRA,EMUDHRA LIMITED,,,
18822,ENDURANCE,ENDURANCE TECHNO. LTD.,,,
4907,ENGINERSIN,ENGINEERS INDIA LTD,,,
22717,ENTERO,ENTERO HEALTHCARE SOLU L,,,
27213,EIEL,ENVIRO INFRA ENGINEERS L,,,
22463,EPACK,EPACK DURABLE LIMITED,,,
759251,EPACKPEB,EPACK PREFAB TECHN LTD,,,
5382,EPIGRAL,EPIGRAL LIMITED,,,
981,EPL,EPL LIMITED,,,
913,EQUITASBNK,EQUITAS SMALL FIN BNK LTD,,,
21154,ERIS,ERIS LIFESCIENCES LIMITED,,,
958,ESCORTS,ESCORTS KUBOTA LIMITED,,,
24265,ESTER,ESTER INDUSTRIES LTD,,,
5097,ETERNAL,ETERNAL LIMITED,,,
9750,ETHOSLTD,ETHOS LIMITED,,,
25162,EUREKAFORB,EUREKA FORBES LIMITED,,,
757953,EUROBOND,EURO PANEL PRODUCTS LTD,,,
759797,EUROPRATIK,EURO PRATIK SALES LIMITED,,,
542668,EVANS,EVANS ELECTRIC LIMITED,,,
11782,EVEREADY,EVEREADY INDS. IND.  LTD.,,,
993,EVERESTIND,EVEREST INDUSTRIES LTD,,,
13091,EKC,EVEREST KANTO CYLINDERLTD,,,
760007,EXCELSOFT,EXCELSOFT TECHNOLOGIES L,,,
22947,EXICOM,EXICOM TELE SYSTEMS LTD,,,
676,EXIDEIND,EXIDE INDUSTRIES LTD,,,
17486,EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,,,
526614,EXPOEAPL,EXPO ENGINEERING AND PROJECTS,,,
531364,EKANSH,Ekansh Concepts Limited,,,
542602,EMBASSY,Embassy Office Parks REIT,,,
538882,EMERALD,Emerald Finance Limited,,,
542543,ENERGYINF,Energy Infrastructure Trust,,,
760125,FABTECH,FABTECH TECHNOLOGIES LTD,,,
1008,FACT,FACT LTD,,,
1614,FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,,,
12000,FAZE3Q,FAZE THREE LIMITED,,,
4898,FDC,FDC LIMITED,,,
20322,FEDFINA,FEDBANK FINANCIAL SER L,,,
1023,FEDERALBNK,FEDERAL BANK LTD,,,
1190,FMGOETZE,FEDERAL-MOGUL GOETZE (IND,,,
762680,FERMENTA,FERMENTA BIOTECH LTD.,,,
13710,FIEMIND,FIEM INDUSTRIES LIMITED,,,
24532,FILATEX,FILATEX INDIA LTD,,,
3744,FINEORG,FINE ORGANIC IND. LTD.,,,
759239,FINKURVE,FINKURVE FINANCIAL SERV L,,,
6579,FINOPB,FINO PAYMENTS BANK LTD,,,
1038,FINCABLES,FINOLEX CABLES LTD,,,
1041,FINPIPE,FINOLEX INDUSTRIES LTD,,,
14304,FSL,FIRSTSOURCE SOLU. LTD.,,,
12032,FIVESTAR,FIVE-STAR BUS FIN LTD,,,
20372,FLAIR,FLAIR WRITING INDUST LTD,,,
6836,FOCUS,FOCUS LIGHTG & FIXTRS LTD,,,
6673,FOODSIN,FOODS & INNS LIMITED,,,
11573,FORCEMOT,FORCE MOTORS LIMITED,,,
14592,FORTIS,FORTIS HEALTHCARE LTD,,,
760961,FRACTAL,FRACTAL ANALYTICS LIMITED,,,
6545,NYKAA,FSN E COMMERCE VENTURES,,,
759876,UTLSOLAR,FUJIYAMA POWER SYSTEMS L,,,
11932,FUSION,FUSION FINANCE LIMITED,,,
539098,FILTRA,Filtra Consultants and Enginee,,,
544186,TOTEM,Forbes Precision Tools and Mac,,,
541741,FRATELLI,Fratelli Vineyards Limited,,,
539730,FREDUN,Fredun Pharmaceuticals Limited,,,
1168,GMBREW,G M BREWERIES LTD,,,
5054,GRINFRA,G R INFRAPROJECTS LIMITED,,,
1085,GABRIEL,GABRIEL INDIA LTD,,,
4717,GAIL,GAIL (INDIA) LTD,,,
25134,GALAPREC,GALA PRECISION ENG LTD,,,
531911,GALAGEX,GALAXY AGRICO EXPORTS LTD.,,,
1315,GALAXYSURF,GALAXY SURFACTANTS LTD,,,
13337,GALLANTT,GALLANTT ISPAT LIMITED,,,
540097,GAMCO,GAMCO LIMITED,,,
20303,GANDHAR,GANDHAR OIL REFINE IND L,,,
5614,GANESHBE,GANESH BENZOPLAST LIMITED,,,
759012,GANESHCP,GANESH CONSUMER PRODUCT L,,,
14339,GANESHHOU,GANESH HOUSING LIMITED,,,
6944,GANECOS,GANESHA ECOSPHERE LIMITED,,,
5475,GRSE,GARDEN REACH SHIP&ENG LTD,,,
25800,GARUDA,GARUDA CONSTRUCT N ENG L,,,
7982,GRWRHITECH,GARWARE HI-TECH FILMS LTD,,,
1100,GARFIBRES,GARWARE TECH FIBRES LTD,,,
8510,GATEWAY,GATEWAY DISTRIPARKS LTD,,,
7862,GVPIL,GE POWER INDIA LIMITED,,,
16783,GVT&D,GE VERNOVA T&D INDIA LTD,,,
504028,GEE,GEE LTD.,,,
759461,GEMAROMA,GEM AROMATICS LIMITED,,,
277,GICRE,GENERAL INS CORP OF INDIA,,,
10905,GENESYS,GENESYS INTL CORPN LTD,,,
11905,GENUSPOWER,GENUS POWER INFRASTRU LTD,,,
11896,GEOJITFSL,GEOJIT FINANCIAL SER L,,,
1127,GHCL,GHCL LIMITED,,,
16696,GHCLTEXTIL,GHCL TEXTILES LIMITED,,,
505504,GHVINFRA,GHV INFRA PROJECTS LIMITED,,,
1139,GICHSGFIN,GIC HOUSING FINANCE LTD,,,
1576,GILLETTE,GILLETTE INDIA LTD,,,
759048,GKENERGY,GK ENERGY LIMITED,,,
1186,GLAND,GLAND PHARMA LIMITED,,,
1153,GLAXO,GLAXOSMITHKLINE PHARMA LT,,,
7406,GLENMARK,GLENMARK PHARMACEUTICALS,,,
1415,GLOBAL,GLOBAL EDUCATION LIMITED,,,
11956,MEDANTA,GLOBAL HEALTH LIMITED,,,
13735,GLOBALVECT,GLOBAL VEC HELICORP LTD,,,
17424,GLOBUSSPR,GLOBUS SPIRITS LTD,,,
23590,GLOSTERLTD,GLOSTER LIMITED,,,
1570,GMMPFAUDLR,GMM PFAUDLER LIMITED,,,
13528,GMRAIRPORT,GMR AIRPORTS LIMITED,,,
8529,GMRP&UI,GMR POW AND URBAN INFRA L,,,
18571,GNA,GNA AXLES LIMITED,,,
757862,EBGNG,GNG ELECTRONICS LIMITED,,,
23799,GODIGIT,GO DIGIT GENERAL INS LTD,,,
6964,GOCOLORS,GO FASHION INDIA LTD,,,
3963,GOCLCORP,GOCL CORPORATION LIMITED,,,
25941,GODAVARIB,GODAVARI BIOREFINERIES L,,,
13409,GPIL,GODAWARI POW & ISP LTD,,,
1181,GODFRYPHLP,GODFREY PHILLIPS INDIA LT,,,
144,GODREJAGRO,GODREJ AGROVET LIMITED,,,
10099,GODREJCP,GODREJ CONSUMER PRODUCTS,,,
10925,GODREJIND,GODREJ INDUSTRIES LTD,,,
17875,GODREJPROP,GODREJ PROPERTIES LTD,,,
11778,GOKEX,GOKALDAS EXPORTS LTD.,,,
14480,GOKULAGRO,GOKUL AGRO RESOURCES LTD,,,
11971,GOLDIAM,GOLDIAM INTERNATIONAL LTD,,,
6125,GOODLUCK,GOODLUCK INDIA LIMITED,,,
500166,GOODRICKE,GOODRICKE GROUP LTD.,,,
23066,GOPAL,GOPAL SNACKS LIMITED,,,
22846,GPTHEALTH,GPT HEALTHCARE LIMITED,,,
17685,GPTINFRA,GPT INFRAPROJECTS LTD,,,
11872,GRANULES,GRANULES INDIA LIMITED,,,
592,GRAPHITE,GRAPHITE INDIA LTD,,,
1232,GRASIM,GRASIM INDUSTRIES LTD,,,
5200,GRAUWEIL,GRAUER & WEIL IND LTD,,,
20534,GRAVITA,GRAVITA INDIA LIMITED,,,
1235,GREAVESCOT,GREAVES COTTON LTD.,,,
6848,GREENLAM,GREENLAM INDUSTRIES LTD.,,,
13810,GREENPANEL,GREENPANEL INDUSTRIES LTD,,,
3987,GREENPLY,GREENPLY INDUSTRIES LTD,,,
758986,GCSL,GRETEX CORPORATE SERVICES,,,
13560,GRINDWELL,GRINDWELL NORTON LIMITED,,,
10871,GRMOVER,GRM OVERSEAS LIMITED,,,
25758,GROWWDEFNC,GROWWAMC - GROWWDEFNC,,,
760874,GROWWHOSPI,GROWWAMC - GROWWHOSPI,,,
25447,GROWWLIQID,GROWWAMC - GROWWLIQID,,,
761514,GROWWPSUBK,GROWWAMC - GROWWPSUBK,,,
762239,GSPCROP,GSP CROP SCIENCE LIMITED,,,
21195,GTPL,GTPL HATHWAY LIMITED,,,
539479,GTV,GTV Engineering Limited,,,
11606,GUFICBIO,GUFIC BIOSCIENCES LTD.,,,
1145,GIPCL,GUJ IND POW CO. LTD,,,
1174,GNFC,GUJ NAR VAL FER & CHEM L,,,
1247,GSFC,GUJ STATE FERT & CHEM LTD,,,
1267,GUJALKALI,GUJARAT ALKALIES & CHEM,,,
8828,GAEL,GUJARAT AMBUJA EXPORTS LT,,,
13750,FLUOROCHEM,GUJARAT FLUOROCHEM LTD,,,
10599,GUJGASLTD,GUJARAT GAS LIMITED,,,
524238,GUJINJEC,GUJARAT INJECT (KERALA) LTD.,,,
517372,GUJINTRX,GUJARAT INTRUX LTD.,,,
761197,GKSL,GUJARAT KIDNEY N SUP SP L,,,
5204,GMDCLTD,GUJARAT MINERAL DEV CORP,,,
762690,GNRL,GUJARAT NATURAL RES L,,,
544548,GPAPL,GUJARAT PEANUT AND AGRI PRODUC,,,
506858,GUJPETR,GUJARAT PETROSYNTHESE LTD.,,,
19731,GPPL,GUJARAT PIPAVAV PORT LTD,,,
29731,GUJTHEM,GUJARAT THEMIS BIOSYN LTD,,,
532070,GUJJUBHAI,GUJJUBHAI INDUSTRIES LIMITED,,,
4391,GULFOILLUB,GULF OIL LUB. IND. LTD.,,,
6286,GULPOLY,GULSHAN POLYOLS LIMITED,,,
507912,GYFTR,GYFTR LIMITED,,,
544709,GAUDIUMIVF,Gaudium IVF and Women Health L,,,
544444,GLEN,Glen Industries Limited,,,
1672,HGINFRA,H.G.INFRA ENGINEERING LTD,,,
544349,HMEML,H.M. ELECTRO MECH LIMITED,,,
760715,HALDER,HALDER VENTURE LIMITED,,,
48,HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,,,
20854,HAPPYFORGE,HAPPY FORGINGS LIMITED,,,
544769,HARIKANTA,HARIKANTA OVERSEAS LIMITED,,,
8968,HARIOMPIPE,HARIOM PIPE INDUSTRIES L,,,
1313,HARRMALAYA,HARRISON MALAYALAM LTD,,,
11162,HARSHA,HARSHA ENGINEERS INT LTD,,,
3892,HATSUN,HATSUN AGRO PRODUCT LTD.,,,
9819,HAVELLS,HAVELLS INDIA LIMITED,,,
13966,HBLENGINE,HBL ENGINEERING LTD,,,
7229,HCLTECH,HCL TECHNOLOGIES LTD,,,
757772,HDBFS,HDB FINANCIAL SERVICES L,,,
4244,HDFCAMC,HDFC AMC LIMITED,,,
1333,HDFCBANK,HDFC BANK LTD,,,
19543,HDFCGOLD,HDFC GOLD ETF,,,
467,HDFCLIFE,HDFC LIFE INS CO LTD,,,
11241,HDFCGROWTH,HDFCAMC - HDFCGROWTH,,,
18279,HDFCLIQUID,HDFCAMC - HDFCLIQUID,,,
10619,HDFCNEXT50,HDFCAMC - HDFCNEXT50,,,
22433,HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,,,
11591,HDFCNIFTY,HDFCAMC - HDFCNIFTY,,,
11255,HDFCQUAL,HDFCAMC - HDFCQUAL,,,
11593,HDFCSENSEX,HDFCAMC - HDFCSENSEX,,,
10876,HDFCSILVER,HDFCAMC - HDFCSILVER,,,
14233,HDFCSML250,HDFCAMC - HDFCSML250,,,
11260,HDFCVALUE,HDFCAMC - HDFCVALUE,,,
22595,HDFCPSUBK,HDFCAMC HDFCPSUBK,,,
20063,HEALTHX,HEALTH X PLATFORM LIMITED,,,
15555,HCG,HEALTHCARE GLOB. ENT. LTD,,,
7425,HECPROJECT,HEC INFRA PROJECTS LTD,,,
1336,HEG,HEG LTD,,,
2316,HEIDELBERG,HEIDELBERGCEMENT (I) LTD,,,
701,HEMIPROP,HEMISPHERE PROP IND LTD,,,
2614,HERANBA,HERANBA INDUSTRIES LTD,,,
4598,HERITGFOOD,HERITAGE FOODS LTD,,,
1348,HEROMOTOCO,HERO MOTOCORP LIMITED,,,
7048,HESTERBIO,HESTER BIOSCIENCES LTD,,,
29666,HEXT,HEXAWARE TECHNOLOGIES LTD,,,
21951,HFCL,HFCL LIMITED,,,
2868,HITECH,HI-TECH PIPES LIMITED,,,
9668,HIKAL,HIKAL LIMITED,,,
539697,HILIKS,HILIKS TECHNOLOGIES LIMITED,,,
505712,HIMTEK,HIM TEKNOFORGE LIMITED,,,
14334,HSCL,HIMADRI SPECIALITY CHEM L,,,
1360,HIMATSEIDE,HIMATSINGKA SEIDE LTD,,,
13890,HIRECT,HIND RECTIFIER LIMITED,,,
1363,HINDALCO,HINDALCO  INDUSTRIES  LTD,,,
14712,HGS,HINDUJA GLOBAL SOLS. LTD.,,,
2303,HAL,HINDUSTAN AERONAUTICS LTD,,,
17939,HINDCOPPER,HINDUSTAN COPPER LTD,,,
12173,HNDFDS,HINDUSTAN FOODS LIMITED,,,
19211,HMVL,HINDUSTAN MEDIA VENT LTD,,,
1403,HINDOILEXP,HINDUSTAN OIL EXPLORATION,,,
1406,HINDPETRO,HINDUSTAN PETROLEUM CORP,,,
1394,HINDUNILVR,HINDUSTAN UNILEVER LTD.,,,
1424,HINDZINC,HINDUSTAN ZINC LIMITED,,,
15883,HINDWAREAP,HINDWARE HME INOVATON LTD,,,
18457,POWERINDIA,HITACHI ENERGY INDIA LTD,,,
2289,HLEGLAS,HLE GLASCOAT LIMITED,,,
500191,HMT,HMT LTD.,,,
2056,HOMEFIRST,HOME FIRST FIN CO IND LTD,,,
19813,HONASA,HONASA CONSUMER LIMITED,,,
544794,HORIZON,HORIZON RECLAIM (INDIA) LIMITE,,,
18679,HPL,HPL ELECTRIC & POWER LTD,,,
544656,HRS,HRS ALUGLAZE LIMITED,,,
20825,HUDCO,HSG & URBAN DEV CORPN LTD,,,
14203,HUBTOWN,HUBTOWN LIMITED,,,
2562,HUHTAMAKI,HUHTAMAKI INDIA LIMITED,,,
539724,HYPERSOFT,HYPERSOFT TECHNOLOGIES LIMITED,,,
25844,HYUNDAI,HYUNDAI MOTOR INDIA LTD,,,
544785,HEXAGON,Hexagon Nutrition Limited,,,
544741,HIGHNESS,Highness Microelectronics Limi,,,
14086,IGPL,I G PETROCHEMICALS LTD,,,
489,ICEMAKE,ICE MAKE REFRIGERAT LTD,,,
4963,ICICIBANK,ICICI BANK LTD.,,,
21770,ICICIGI,ICICI LOMBARD GIC LIMITED,,,
18652,ICICIPRULI,ICICI PRU LIFE INS CO LTD,,,
29553,NIFTYIETF,ICICI PRUD NIFTY ETF,,,
4378,SENSEXIETF,ICICI PRUD SENSEX ETF,,,
760407,ICICIAMC,ICICI PRUDENTIAL AMC LTD,,,
19679,GOLDIETF,ICICI PRUDENTIAL GOLD ETF,,,
522,ICICIB22,ICICIPRAMC - BHARATIWIN,,,
30139,CASHIETF,ICICIPRAMC - CASHIETF,,,
13198,COMMOIETF,ICICIPRAMC - ICICICOMMO,,,
6446,CONSUMIETF,ICICIPRAMC - ICICICONSU,,,
5306,FMCGIETF,ICICIPRAMC - ICICIFMCG,,,
10723,INFRAIETF,ICICIPRAMC - ICICIINFRA,,,
4838,LIQUIDIETF,ICICIPRAMC - ICICILIQ,,,
4529,NEXT50IETF,ICICIPRAMC - ICICINXT50,,,
3626,HEALTHIETF,ICICIPRAMC - ICICIPHARM,,,
7942,SILVERIETF,ICICIPRAMC - ICICISILVE,,,
11037,BANKIETF,ICICIPRAMC - IPRU5008,,,
14584,PSUBNKIETF,ICICIPRAMC - PSUBANKICI,,,
14523,ICRA,ICRA LIMITED,,,
1476,IDBI,IDBI BANK LIMITED,,,
